segment_id,meeting_id,speaker_id,dact_id,word,start_time,end_time,dialogue_act_type,dialogue_act_gloss,dialogue_act_category,event_type,audio,video,lip_video
ES2006d-D-135.69-135.86-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.11,<laugh>,135.69,135.856,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/ES2006d-D-135.69-135.86-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/ES2006d-D-135.69-135.86-laughter.mp4,
ES2006d-D-137.76-138.29-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.12,<laugh>,137.76,138.288,bck,Backchannel,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/ES2006d-D-137.76-138.29-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/ES2006d-D-137.76-138.29-laughter.mp4,
ES2006d-D-189.17-189.17-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.19,<laugh>,189.17,189.17,inf,Inform,Task,laughter,,,
ES2006d-D-214.32-214.32-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.23,<laugh>,214.32,214.32,inf,Inform,Task,laughter,,,
ES2006d-D-217.28-217.28-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.24,<laugh>,217.28,217.28,inf,Inform,Task,laughter,,,
ES2006d-D-356.95-356.95-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.61,<laugh>,356.95,356.95,ass,Assess,Task,laughter,,,
ES2006d-D-359.36-362.09-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.63,<laugh>,359.36,362.094,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/ES2006d-D-359.36-362.09-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/ES2006d-D-359.36-362.09-laughter.mp4,
ES2006d-D-363.76-366.18-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.64,<laugh>,363.76,366.176,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/ES2006d-D-363.76-366.18-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/ES2006d-D-363.76-366.18-laughter.mp4,
ES2006d-D-408.65-409.31-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.65,<laugh>,408.65,409.312,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/ES2006d-D-408.65-409.31-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/ES2006d-D-408.65-409.31-laughter.mp4,
ES2006d-D-509.55-509.70-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.68,<laugh>,509.55,509.696,ass,Assess,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/audio_segments/ES2006d-D-509.55-509.70-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/video_segments/ES2006d-D-509.55-509.70-laughter.mp4,
ES2006d-D-564.62-565.33-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.75,<laugh>,564.624,565.325,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/ES2006d-D-564.62-565.33-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/ES2006d-D-564.62-565.33-laughter.mp4,
ES2006d-D-957.79-958.77-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.123,<laugh>,957.792,958.768,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/ES2006d-D-957.79-958.77-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/ES2006d-D-957.79-958.77-laughter.mp4,
ES2006d-D-1059.41-1059.97-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.140,<laugh>,1059.408,1059.968,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/ES2006d-D-1059.41-1059.97-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/ES2006d-D-1059.41-1059.97-laughter.mp4,
ES2006d-D-1530.39-1531.42-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.192,<laugh>,1530.395,1531.425,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/ES2006d-D-1530.39-1531.42-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/ES2006d-D-1530.39-1531.42-laughter.mp4,
ES2006d-D-1549.15-1552.50-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.193,<laugh>,1549.15,1552.496,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/ES2006d-D-1549.15-1552.50-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/ES2006d-D-1549.15-1552.50-laughter.mp4,
ES2006d-D-1630.14-1630.88-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.198,<laugh>,1630.144,1630.88,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/ES2006d-D-1630.14-1630.88-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/ES2006d-D-1630.14-1630.88-laughter.mp4,
ES2006d-D-1640.20-1640.43-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.199,<laugh>,1640.2,1640.432,bck,Backchannel,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0010/audio_segments/ES2006d-D-1640.20-1640.43-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0010/video_segments/ES2006d-D-1640.20-1640.43-laughter.mp4,
ES2006d-D-1652.18-1652.37-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.201,<laugh>,1652.18,1652.368,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/ES2006d-D-1652.18-1652.37-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/ES2006d-D-1652.18-1652.37-laughter.mp4,
ES2006d-D-1666.46-1667.65-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.203,<laugh>,1666.464,1667.655,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/ES2006d-D-1666.46-1667.65-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/ES2006d-D-1666.46-1667.65-laughter.mp4,
ES2006d-D-1673.36-1673.86-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.204,<laugh>,1673.36,1673.856,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/ES2006d-D-1673.36-1673.86-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/ES2006d-D-1673.36-1673.86-laughter.mp4,
ES2006d-D-1712.00-1712.32-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.209,<laugh>,1712.0,1712.32,ass,Assess,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/ES2006d-D-1712.00-1712.32-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/ES2006d-D-1712.00-1712.32-laughter.mp4,
ES2006d-D-1713.44-1713.82-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.210,<laugh>,1713.44,1713.824,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/ES2006d-D-1713.44-1713.82-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/ES2006d-D-1713.44-1713.82-laughter.mp4,
ES2006d-D-1810.67-1812.61-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.222,<laugh>,1810.672,1812.608,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/ES2006d-D-1810.67-1812.61-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/ES2006d-D-1810.67-1812.61-laughter.mp4,
ES2006d-D-1818.98-1821.17-laughter,ES2006d,D,ES2006d.D.dialog-act.s9553330.223,<laugh>,1818.976,1821.171,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/ES2006d-D-1818.98-1821.17-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/ES2006d-D-1818.98-1821.17-laughter.mp4,
IS1002d-B-61.42-65.00-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.5,<laugh>,61.424,65.005,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/audio_segments/IS1002d-B-61.42-65.00-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/video_segments/IS1002d-B-61.42-65.00-laughter.mp4,
IS1002d-B-109.70-110.19-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.11,<laugh>,109.696,110.192,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/IS1002d-B-109.70-110.19-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/IS1002d-B-109.70-110.19-laughter.mp4,
IS1002d-B-164.82-164.82-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.14,<laugh>,164.82,164.82,ass,Assess,Task,laughter,,,
IS1002d-B-244.59-244.59-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.36,<laugh>,244.59,244.59,ass,Assess,Task,laughter,,,
IS1002d-B-261.84-261.84-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.43,<laugh>,261.84,261.84,inf,Inform,Task,laughter,,,
IS1002d-B-275.92-276.73-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.47,<laugh>,275.92,276.727,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1002d-B-275.92-276.73-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1002d-B-275.92-276.73-laughter.mp4,
IS1002d-B-305.62-306.58-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.49,<laugh>,305.616,306.576,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/IS1002d-B-305.62-306.58-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/IS1002d-B-305.62-306.58-laughter.mp4,
IS1002d-B-315.07-315.07-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.51,<laugh>,315.07,315.07,oth,Other,Other,laughter,,,
IS1002d-B-317.40-317.40-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.52,<laugh>,317.4,317.4,fra,Fragment,Minor,laughter,,,
IS1002d-B-321.50-321.50-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.53,<laugh>,321.5,321.5,oth,Other,Other,laughter,,,
IS1002d-B-323.47-323.47-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.54,<laugh>,323.47,323.47,oth,Other,Other,laughter,,,
IS1002d-B-326.11-326.11-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.55,<laugh>,326.11,326.11,be.pos,Be-Positive,Other,laughter,,,
IS1002d-B-330.46-330.46-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.56,<laugh>,330.46,330.46,oth,Other,Other,laughter,,,
IS1002d-B-349.27-349.27-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.61,<laugh>,349.27,349.27,oth,Other,Other,laughter,,,
IS1002d-B-393.90-394.46-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.73,<laugh>,393.904,394.464,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/IS1002d-B-393.90-394.46-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/IS1002d-B-393.90-394.46-laughter.mp4,
IS1002d-B-400.77-401.17-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.74,<laugh>,400.768,401.168,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/IS1002d-B-400.77-401.17-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/IS1002d-B-400.77-401.17-laughter.mp4,
IS1002d-B-405.12-408.52-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.75,<laugh>,405.12,408.524,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/IS1002d-B-405.12-408.52-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/IS1002d-B-405.12-408.52-laughter.mp4,
IS1002d-B-417.47-417.47-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.76,<laugh>,417.472,417.472,oth,Other,Other,laughter,,,
IS1002d-B-421.10-421.41-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.76,<laugh>,421.1,421.408,oth,Other,Other,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/IS1002d-B-421.10-421.41-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/IS1002d-B-421.10-421.41-laughter.mp4,
IS1002d-B-431.07-432.03-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.79,<laugh>,431.072,432.03,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/audio_segments/IS1002d-B-431.07-432.03-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/video_segments/IS1002d-B-431.07-432.03-laughter.mp4,
IS1002d-B-434.37-435.22-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.80,<laugh>,434.368,435.216,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/IS1002d-B-434.37-435.22-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/IS1002d-B-434.37-435.22-laughter.mp4,
IS1002d-B-481.07-481.65-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.81,<laugh>,481.072,481.648,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1002d-B-481.07-481.65-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1002d-B-481.07-481.65-laughter.mp4,
IS1002d-B-806.37-806.85-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.87,<laugh>,806.366,806.848,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/IS1002d-B-806.37-806.85-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/IS1002d-B-806.37-806.85-laughter.mp4,
IS1002d-B-838.07-838.12-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.91,<laugh>,838.07,838.123,be.pos,Be-Positive,Other,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1002d-B-838.07-838.12-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1002d-B-838.07-838.12-laughter.mp4,
IS1002d-B-892.64-892.64-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.101,<laugh>,892.64,892.64,inf,Inform,Task,laughter,,,
IS1002d-B-903.64-903.64-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.104,<laugh>,903.64,903.64,oth,Other,Other,laughter,,,
IS1002d-B-910.03-910.03-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.106,<laugh>,910.032,910.032,fra,Fragment,Minor,laughter,,,
IS1002d-B-913.93-913.93-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.106,<laugh>,913.93,913.93,fra,Fragment,Minor,laughter,,,
IS1002d-B-934.50-934.50-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.110,<laugh>,934.502,934.502,bck,Backchannel,Minor,laughter,,,
IS1002d-B-936.64-936.64-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.110,<laugh>,936.64,936.64,bck,Backchannel,Minor,laughter,,,
IS1002d-B-942.75-942.75-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.111,<laugh>,942.75,942.75,be.pos,Be-Positive,Other,laughter,,,
IS1002d-B-1037.49-1038.65-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.118,<laugh>,1037.488,1038.647,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/audio_segments/IS1002d-B-1037.49-1038.65-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/video_segments/IS1002d-B-1037.49-1038.65-laughter.mp4,
IS1002d-B-1070.94-1070.94-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.120,<laugh>,1070.943,1070.943,be.pos,Be-Positive,Other,laughter,,,
IS1002d-B-1088.29-1088.29-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.121,<laugh>,1088.29,1088.29,ass,Assess,Task,laughter,,,
IS1002d-B-1127.55-1127.55-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.125,<laugh>,1127.552,1127.552,be.pos,Be-Positive,Other,laughter,,,
IS1002d-B-1133.48-1133.48-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.125,<laugh>,1133.48,1133.48,be.pos,Be-Positive,Other,laughter,,,
IS1002d-B-1193.36-1194.16-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.130,<laugh>,1193.355,1194.16,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/IS1002d-B-1193.36-1194.16-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/IS1002d-B-1193.36-1194.16-laughter.mp4,
IS1002d-B-1233.23-1234.50-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.132,<laugh>,1233.232,1234.496,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/IS1002d-B-1233.23-1234.50-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/IS1002d-B-1233.23-1234.50-laughter.mp4,
IS1002d-B-1235.97-1236.34-laughter,IS1002d,B,IS1002d.B.dialog-act.dharshi.133,<laugh>,1235.968,1236.336,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/IS1002d-B-1235.97-1236.34-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/IS1002d-B-1235.97-1236.34-laughter.mp4,
ES2003d-B-241.38-242.37-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.28,<laugh>,241.376,242.372,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/ES2003d-B-241.38-242.37-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/ES2003d-B-241.38-242.37-laughter.mp4,
ES2003d-B-288.98-290.51-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.30,<laugh>,288.981,290.51,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/ES2003d-B-288.98-290.51-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/ES2003d-B-288.98-290.51-laughter.mp4,
ES2003d-B-395.18-396.88-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.36,<laugh>,395.184,396.88,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/audio_segments/ES2003d-B-395.18-396.88-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/video_segments/ES2003d-B-395.18-396.88-laughter.mp4,
ES2003d-B-460.19-460.80-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.42,<laugh>,460.192,460.8,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/ES2003d-B-460.19-460.80-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/ES2003d-B-460.19-460.80-laughter.mp4,
ES2003d-B-782.71-782.71-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.95,<laugh>,782.71,782.71,inf,Inform,Task,laughter,,,
ES2003d-B-1336.29-1336.29-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.198,<laugh>,1336.29,1336.29,fra,Fragment,Minor,laughter,,,
ES2003d-B-1379.28-1379.66-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.212,<laugh>,1379.28,1379.664,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/ES2003d-B-1379.28-1379.66-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/ES2003d-B-1379.28-1379.66-laughter.mp4,
ES2003d-B-1406.78-1408.70-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.217,<laugh>,1406.784,1408.704,bck,Backchannel,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/audio_segments/ES2003d-B-1406.78-1408.70-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/video_segments/ES2003d-B-1406.78-1408.70-laughter.mp4,
ES2003d-B-1410.39-1412.08-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.217,<laugh>,1410.393,1412.08,bck,Backchannel,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/ES2003d-B-1410.39-1412.08-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/ES2003d-B-1410.39-1412.08-laughter.mp4,
ES2003d-B-1418.10-1418.10-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.218,<laugh>,1418.096,1418.096,fra,Fragment,Minor,laughter,,,
ES2003d-B-1426.56-1431.12-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.219,<laugh>,1426.558,1431.122,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/ES2003d-B-1426.56-1431.12-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/ES2003d-B-1426.56-1431.12-laughter.mp4,
ES2003d-B-1438.79-1438.96-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.221,<laugh>,1438.79,1438.96,bck,Backchannel,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/ES2003d-B-1438.79-1438.96-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/ES2003d-B-1438.79-1438.96-laughter.mp4,
ES2003d-B-1518.94-1519.60-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.233,<laugh>,1518.944,1519.6,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/ES2003d-B-1518.94-1519.60-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/ES2003d-B-1518.94-1519.60-laughter.mp4,
ES2003d-B-1521.13-1522.87-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.233,<laugh>,1521.127,1522.866,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/ES2003d-B-1521.13-1522.87-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/ES2003d-B-1521.13-1522.87-laughter.mp4,
ES2003d-B-1526.88-1527.50-laughter,ES2003d,B,ES2003d.B.dialog-act.vkaraisk.233,<laugh>,1526.88,1527.504,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/ES2003d-B-1526.88-1527.50-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/ES2003d-B-1526.88-1527.50-laughter.mp4,
